"MTU (CET/CEST)","Area","Sequence","Day-ahead (EUR/MWh)","Energy Price (EUR/MWh)"
"02/01/2017 22:00:00 - 02/01/2017 23:00:00","BZN|SE3","Without sequence","32.99",""
"02/01/2017 23:00:00 - 03/01/2017 00:00:00","BZN|SE3","Without sequence","30.94",""
"03/01/2017 00:00:00 - 03/01/2017 01:00:00","BZN|SE3","Without sequence","30.65",""
"03/01/2017 01:00:00 - 03/01/2017 02:00:00","BZN|SE3","Without sequence","30.37",""
"03/01/2017 02:00:00 - 03/01/2017 03:00:00","BZN|SE3","Without sequence","30.15",""
"03/01/2017 03:00:00 - 03/01/2017 04:00:00","BZN|SE3","Without sequence","30.14",""
"03/01/2017 04:00:00 - 03/01/2017 05:00:00","BZN|SE3","Without sequence","30.4",""
"03/01/2017 05:00:00 - 03/01/2017 06:00:00","BZN|SE3","Without sequence","32.24",""
"03/01/2017 06:00:00 - 03/01/2017 07:00:00","BZN|SE3","Without sequence","33.5",""
"03/01/2017 07:00:00 - 03/01/2017 08:00:00","BZN|SE3","Without sequence","35.8",""
"03/01/2017 08:00:00 - 03/01/2017 09:00:00","BZN|SE3","Without sequence","36.78",""
"03/01/2017 09:00:00 - 03/01/2017 10:00:00","BZN|SE3","Without sequence","36.17",""
"03/01/2017 10:00:00 - 03/01/2017 11:00:00","BZN|SE3","Without sequence","35.4",""
"03/01/2017 11:00:00 - 03/01/2017 12:00:00","BZN|SE3","Without sequence","34.92",""
"03/01/2017 12:00:00 - 03/01/2017 13:00:00","BZN|SE3","Without sequence","34.81",""
"03/01/2017 13:00:00 - 03/01/2017 14:00:00","BZN|SE3","Without sequence","34.09",""
"03/01/2017 14:00:00 - 03/01/2017 15:00:00","BZN|SE3","Without sequence","34.25",""
"03/01/2017 15:00:00 - 03/01/2017 16:00:00","BZN|SE3","Without sequence","34.51",""
"03/01/2017 16:00:00 - 03/01/2017 17:00:00","BZN|SE3","Without sequence","34.94",""
"03/01/2017 17:00:00 - 03/01/2017 18:00:00","BZN|SE3","Without sequence","34.59",""
"03/01/2017 18:00:00 - 03/01/2017 19:00:00","BZN|SE3","Without sequence","34.06",""
"03/01/2017 19:00:00 - 03/01/2017 20:00:00","BZN|SE3","Without sequence","32.93",""
"03/01/2017 20:00:00 - 03/01/2017 21:00:00","BZN|SE3","Without sequence","31.8",""
"03/01/2017 21:00:00 - 03/01/2017 22:00:00","BZN|SE3","Without sequence","30.51",""
"03/01/2017 22:00:00 - 03/01/2017 23:00:00","BZN|SE3","Without sequence","29.27",""
"03/01/2017 23:00:00 - 04/01/2017 00:00:00","BZN|SE3","Without sequence","28.46",""
"04/01/2017 00:00:00 - 04/01/2017 01:00:00","BZN|SE3","Without sequence","25.93",""
"04/01/2017 01:00:00 - 04/01/2017 02:00:00","BZN|SE3","Without sequence","25.41",""
"04/01/2017 02:00:00 - 04/01/2017 03:00:00","BZN|SE3","Without sequence","25.35",""
"04/01/2017 03:00:00 - 04/01/2017 04:00:00","BZN|SE3","Without sequence","25.45",""
"04/01/2017 04:00:00 - 04/01/2017 05:00:00","BZN|SE3","Without sequence","25.97",""
"04/01/2017 05:00:00 - 04/01/2017 06:00:00","BZN|SE3","Without sequence","27.87",""
"04/01/2017 06:00:00 - 04/01/2017 07:00:00","BZN|SE3","Without sequence","28.92",""
"04/01/2017 07:00:00 - 04/01/2017 08:00:00","BZN|SE3","Without sequence","30.65",""
"04/01/2017 08:00:00 - 04/01/2017 09:00:00","BZN|SE3","Without sequence","32.13",""
"04/01/2017 09:00:00 - 04/01/2017 10:00:00","BZN|SE3","Without sequence","33.27",""
"04/01/2017 10:00:00 - 04/01/2017 11:00:00","BZN|SE3","Without sequence","33.52",""
"04/01/2017 11:00:00 - 04/01/2017 12:00:00","BZN|SE3","Without sequence","33.93",""
"04/01/2017 12:00:00 - 04/01/2017 13:00:00","BZN|SE3","Without sequence","33.93",""
"04/01/2017 13:00:00 - 04/01/2017 14:00:00","BZN|SE3","Without sequence","33.94",""
"04/01/2017 14:00:00 - 04/01/2017 15:00:00","BZN|SE3","Without sequence","34.15",""
"04/01/2017 15:00:00 - 04/01/2017 16:00:00","BZN|SE3","Without sequence","35.3",""
"04/01/2017 16:00:00 - 04/01/2017 17:00:00","BZN|SE3","Without sequence","36.28",""
"04/01/2017 17:00:00 - 04/01/2017 18:00:00","BZN|SE3","Without sequence","36.81",""
"04/01/2017 18:00:00 - 04/01/2017 19:00:00","BZN|SE3","Without sequence","35.55",""
"04/01/2017 19:00:00 - 04/01/2017 20:00:00","BZN|SE3","Without sequence","34.5",""
"04/01/2017 20:00:00 - 04/01/2017 21:00:00","BZN|SE3","Without sequence","33.89",""
"04/01/2017 21:00:00 - 04/01/2017 22:00:00","BZN|SE3","Without sequence","33.02",""
"04/01/2017 22:00:00 - 04/01/2017 23:00:00","BZN|SE3","Without sequence","32.33",""
"04/01/2017 23:00:00 - 05/01/2017 00:00:00","BZN|SE3","Without sequence","30.44",""
"05/01/2017 00:00:00 - 05/01/2017 01:00:00","BZN|SE3","Without sequence","30.51",""
"05/01/2017 01:00:00 - 05/01/2017 02:00:00","BZN|SE3","Without sequence","30.23",""
"05/01/2017 02:00:00 - 05/01/2017 03:00:00","BZN|SE3","Without sequence","30.0",""
"05/01/2017 03:00:00 - 05/01/2017 04:00:00","BZN|SE3","Without sequence","30.06",""
"05/01/2017 04:00:00 - 05/01/2017 05:00:00","BZN|SE3","Without sequence","30.61",""
"05/01/2017 05:00:00 - 05/01/2017 06:00:00","BZN|SE3","Without sequence","32.45",""
"05/01/2017 06:00:00 - 05/01/2017 07:00:00","BZN|SE3","Without sequence","34.87",""
"05/01/2017 07:00:00 - 05/01/2017 08:00:00","BZN|SE3","Without sequence","42.07",""
"05/01/2017 08:00:00 - 05/01/2017 09:00:00","BZN|SE3","Without sequence","43.38",""
"05/01/2017 09:00:00 - 05/01/2017 10:00:00","BZN|SE3","Without sequence","42.04",""
"05/01/2017 10:00:00 - 05/01/2017 11:00:00","BZN|SE3","Without sequence","43.04",""
"05/01/2017 11:00:00 - 05/01/2017 12:00:00","BZN|SE3","Without sequence","44.54",""
"05/01/2017 12:00:00 - 05/01/2017 13:00:00","BZN|SE3","Without sequence","44.56",""
"05/01/2017 13:00:00 - 05/01/2017 14:00:00","BZN|SE3","Without sequence","44.66",""
"05/01/2017 14:00:00 - 05/01/2017 15:00:00","BZN|SE3","Without sequence","44.99",""
"05/01/2017 15:00:00 - 05/01/2017 16:00:00","BZN|SE3","Without sequence","56.1",""
"05/01/2017 16:00:00 - 05/01/2017 17:00:00","BZN|SE3","Without sequence","69.7",""
"05/01/2017 17:00:00 - 05/01/2017 18:00:00","BZN|SE3","Without sequence","73.92",""
"05/01/2017 18:00:00 - 05/01/2017 19:00:00","BZN|SE3","Without sequence","71.99",""
"05/01/2017 19:00:00 - 05/01/2017 20:00:00","BZN|SE3","Without sequence","50.08",""
"05/01/2017 20:00:00 - 05/01/2017 21:00:00","BZN|SE3","Without sequence","44.89",""
"05/01/2017 21:00:00 - 05/01/2017 22:00:00","BZN|SE3","Without sequence","42.05",""
"05/01/2017 22:00:00 - 05/01/2017 23:00:00","BZN|SE3","Without sequence","37.22",""
"05/01/2017 23:00:00 - 06/01/2017 00:00:00","BZN|SE3","Without sequence","34.65",""
"06/01/2017 00:00:00 - 06/01/2017 01:00:00","BZN|SE3","Without sequence","35.84",""
"06/01/2017 01:00:00 - 06/01/2017 02:00:00","BZN|SE3","Without sequence","35.54",""
"06/01/2017 02:00:00 - 06/01/2017 03:00:00","BZN|SE3","Without sequence","34.59",""
"06/01/2017 03:00:00 - 06/01/2017 04:00:00","BZN|SE3","Without sequence","34.28",""
"06/01/2017 04:00:00 - 06/01/2017 05:00:00","BZN|SE3","Without sequence","34.16",""
"06/01/2017 05:00:00 - 06/01/2017 06:00:00","BZN|SE3","Without sequence","32.59",""
"06/01/2017 06:00:00 - 06/01/2017 07:00:00","BZN|SE3","Without sequence","34.32",""
"06/01/2017 07:00:00 - 06/01/2017 08:00:00","BZN|SE3","Without sequence","33.97",""
"06/01/2017 08:00:00 - 06/01/2017 09:00:00","BZN|SE3","Without sequence","34.0",""
"06/01/2017 09:00:00 - 06/01/2017 10:00:00","BZN|SE3","Without sequence","34.05",""
"06/01/2017 10:00:00 - 06/01/2017 11:00:00","BZN|SE3","Without sequence","34.55",""
"06/01/2017 11:00:00 - 06/01/2017 12:00:00","BZN|SE3","Without sequence","34.58",""
"06/01/2017 12:00:00 - 06/01/2017 13:00:00","BZN|SE3","Without sequence","34.16",""
"06/01/2017 13:00:00 - 06/01/2017 14:00:00","BZN|SE3","Without sequence","33.92",""
"06/01/2017 14:00:00 - 06/01/2017 15:00:00","BZN|SE3","Without sequence","33.88",""
"06/01/2017 15:00:00 - 06/01/2017 16:00:00","BZN|SE3","Without sequence","34.38",""
"06/01/2017 16:00:00 - 06/01/2017 17:00:00","BZN|SE3","Without sequence","34.56",""
"06/01/2017 17:00:00 - 06/01/2017 18:00:00","BZN|SE3","Without sequence","34.31",""
"06/01/2017 18:00:00 - 06/01/2017 19:00:00","BZN|SE3","Without sequence","34.16",""
"06/01/2017 19:00:00 - 06/01/2017 20:00:00","BZN|SE3","Without sequence","33.11",""
"06/01/2017 20:00:00 - 06/01/2017 21:00:00","BZN|SE3","Without sequence","32.13",""
"06/01/2017 21:00:00 - 06/01/2017 22:00:00","BZN|SE3","Without sequence","31.56",""
"06/01/2017 22:00:00 - 06/01/2017 23:00:00","BZN|SE3","Without sequence","30.18",""
"06/01/2017 23:00:00 - 07/01/2017 00:00:00","BZN|SE3","Without sequence","29.01",""
"07/01/2017 00:00:00 - 07/01/2017 01:00:00","BZN|SE3","Without sequence","29.35",""
"07/01/2017 01:00:00 - 07/01/2017 02:00:00","BZN|SE3","Without sequence","28.88",""
"07/01/2017 02:00:00 - 07/01/2017 03:00:00","BZN|SE3","Without sequence","28.28",""
"07/01/2017 03:00:00 - 07/01/2017 04:00:00","BZN|SE3","Without sequence","27.84",""
"07/01/2017 04:00:00 - 07/01/2017 05:00:00","BZN|SE3","Without sequence","28.04",""
"07/01/2017 05:00:00 - 07/01/2017 06:00:00","BZN|SE3","Without sequence","28.64",""
"07/01/2017 06:00:00 - 07/01/2017 07:00:00","BZN|SE3","Without sequence","29.1",""
"07/01/2017 07:00:00 - 07/01/2017 08:00:00","BZN|SE3","Without sequence","29.49",""
"07/01/2017 08:00:00 - 07/01/2017 09:00:00","BZN|SE3","Without sequence","29.97",""
"07/01/2017 09:00:00 - 07/01/2017 10:00:00","BZN|SE3","Without sequence","30.72",""
"07/01/2017 10:00:00 - 07/01/2017 11:00:00","BZN|SE3","Without sequence","31.47",""
"07/01/2017 11:00:00 - 07/01/2017 12:00:00","BZN|SE3","Without sequence","31.9",""
"07/01/2017 12:00:00 - 07/01/2017 13:00:00","BZN|SE3","Without sequence","31.52",""
"07/01/2017 13:00:00 - 07/01/2017 14:00:00","BZN|SE3","Without sequence","31.32",""
"07/01/2017 14:00:00 - 07/01/2017 15:00:00","BZN|SE3","Without sequence","31.85",""
"07/01/2017 15:00:00 - 07/01/2017 16:00:00","BZN|SE3","Without sequence","32.83",""
"07/01/2017 16:00:00 - 07/01/2017 17:00:00","BZN|SE3","Without sequence","34.62",""
"07/01/2017 17:00:00 - 07/01/2017 18:00:00","BZN|SE3","Without sequence","35.18",""
"07/01/2017 18:00:00 - 07/01/2017 19:00:00","BZN|SE3","Without sequence","34.28",""
"07/01/2017 19:00:00 - 07/01/2017 20:00:00","BZN|SE3","Without sequence","33.35",""
"07/01/2017 20:00:00 - 07/01/2017 21:00:00","BZN|SE3","Without sequence","32.67",""
"07/01/2017 21:00:00 - 07/01/2017 22:00:00","BZN|SE3","Without sequence","32.55",""
"07/01/2017 22:00:00 - 07/01/2017 23:00:00","BZN|SE3","Without sequence","31.84",""
"07/01/2017 23:00:00 - 08/01/2017 00:00:00","BZN|SE3","Without sequence","30.6",""
"08/01/2017 00:00:00 - 08/01/2017 01:00:00","BZN|SE3","Without sequence","30.75",""
"08/01/2017 01:00:00 - 08/01/2017 02:00:00","BZN|SE3","Without sequence","30.64",""
"08/01/2017 02:00:00 - 08/01/2017 03:00:00","BZN|SE3","Without sequence","30.53",""
"08/01/2017 03:00:00 - 08/01/2017 04:00:00","BZN|SE3","Without sequence","30.54",""
"08/01/2017 04:00:00 - 08/01/2017 05:00:00","BZN|SE3","Without sequence","30.63",""
"08/01/2017 05:00:00 - 08/01/2017 06:00:00","BZN|SE3","Without sequence","30.7",""
"08/01/2017 06:00:00 - 08/01/2017 07:00:00","BZN|SE3","Without sequence","30.77",""
"08/01/2017 07:00:00 - 08/01/2017 08:00:00","BZN|SE3","Without sequence","30.58",""
"08/01/2017 08:00:00 - 08/01/2017 09:00:00","BZN|SE3","Without sequence","30.75",""
"08/01/2017 09:00:00 - 08/01/2017 10:00:00","BZN|SE3","Without sequence","31.09",""
"08/01/2017 10:00:00 - 08/01/2017 11:00:00","BZN|SE3","Without sequence","31.93",""
"08/01/2017 11:00:00 - 08/01/2017 12:00:00","BZN|SE3","Without sequence","30.99",""
"08/01/2017 12:00:00 - 08/01/2017 13:00:00","BZN|SE3","Without sequence","30.96",""
"08/01/2017 13:00:00 - 08/01/2017 14:00:00","BZN|SE3","Without sequence","30.87",""
"08/01/2017 14:00:00 - 08/01/2017 15:00:00","BZN|SE3","Without sequence","30.85",""
"08/01/2017 15:00:00 - 08/01/2017 16:00:00","BZN|SE3","Without sequence","30.96",""
"08/01/2017 16:00:00 - 08/01/2017 17:00:00","BZN|SE3","Without sequence","31.6",""
"08/01/2017 17:00:00 - 08/01/2017 18:00:00","BZN|SE3","Without sequence","31.84",""
"08/01/2017 18:00:00 - 08/01/2017 19:00:00","BZN|SE3","Without sequence","31.46",""
"08/01/2017 19:00:00 - 08/01/2017 20:00:00","BZN|SE3","Without sequence","31.15",""
"08/01/2017 20:00:00 - 08/01/2017 21:00:00","BZN|SE3","Without sequence","30.83",""
"08/01/2017 21:00:00 - 08/01/2017 22:00:00","BZN|SE3","Without sequence","30.95",""
"08/01/2017 22:00:00 - 08/01/2017 23:00:00","BZN|SE3","Without sequence","30.55",""
"08/01/2017 23:00:00 - 09/01/2017 00:00:00","BZN|SE3","Without sequence","29.89",""
"09/01/2017 00:00:00 - 09/01/2017 01:00:00","BZN|SE3","Without sequence","29.56",""
"09/01/2017 01:00:00 - 09/01/2017 02:00:00","BZN|SE3","Without sequence","29.11",""
"09/01/2017 02:00:00 - 09/01/2017 03:00:00","BZN|SE3","Without sequence","28.99",""
"09/01/2017 03:00:00 - 09/01/2017 04:00:00","BZN|SE3","Without sequence","29.16",""
"09/01/2017 04:00:00 - 09/01/2017 05:00:00","BZN|SE3","Without sequence","29.71",""
"09/01/2017 05:00:00 - 09/01/2017 06:00:00","BZN|SE3","Without sequence","30.41",""
"09/01/2017 06:00:00 - 09/01/2017 07:00:00","BZN|SE3","Without sequence","30.77",""
"09/01/2017 07:00:00 - 09/01/2017 08:00:00","BZN|SE3","Without sequence","32.68",""
"09/01/2017 08:00:00 - 09/01/2017 09:00:00","BZN|SE3","Without sequence","33.53",""
"09/01/2017 09:00:00 - 09/01/2017 10:00:00","BZN|SE3","Without sequence","33.31",""
"09/01/2017 10:00:00 - 09/01/2017 11:00:00","BZN|SE3","Without sequence","33.46",""
"09/01/2017 11:00:00 - 09/01/2017 12:00:00","BZN|SE3","Without sequence","32.92",""
"09/01/2017 12:00:00 - 09/01/2017 13:00:00","BZN|SE3","Without sequence","32.85",""
"09/01/2017 13:00:00 - 09/01/2017 14:00:00","BZN|SE3","Without sequence","32.73",""
"09/01/2017 14:00:00 - 09/01/2017 15:00:00","BZN|SE3","Without sequence","32.31",""
"09/01/2017 15:00:00 - 09/01/2017 16:00:00","BZN|SE3","Without sequence","32.78",""
"09/01/2017 16:00:00 - 09/01/2017 17:00:00","BZN|SE3","Without sequence","33.21",""
"09/01/2017 17:00:00 - 09/01/2017 18:00:00","BZN|SE3","Without sequence","32.95",""
"09/01/2017 18:00:00 - 09/01/2017 19:00:00","BZN|SE3","Without sequence","32.86",""
"09/01/2017 19:00:00 - 09/01/2017 20:00:00","BZN|SE3","Without sequence","31.41",""
"09/01/2017 20:00:00 - 09/01/2017 21:00:00","BZN|SE3","Without sequence","30.5",""
"09/01/2017 21:00:00 - 09/01/2017 22:00:00","BZN|SE3","Without sequence","30.07",""
"09/01/2017 22:00:00 - 09/01/2017 23:00:00","BZN|SE3","Without sequence","29.57",""
"09/01/2017 23:00:00 - 10/01/2017 00:00:00","BZN|SE3","Without sequence","28.83",""
"10/01/2017 00:00:00 - 10/01/2017 01:00:00","BZN|SE3","Without sequence","26.16",""
"10/01/2017 01:00:00 - 10/01/2017 02:00:00","BZN|SE3","Without sequence","25.57",""
"10/01/2017 02:00:00 - 10/01/2017 03:00:00","BZN|SE3","Without sequence","25.49",""
"10/01/2017 03:00:00 - 10/01/2017 04:00:00","BZN|SE3","Without sequence","25.57",""
"10/01/2017 04:00:00 - 10/01/2017 05:00:00","BZN|SE3","Without sequence","27.77",""
"10/01/2017 05:00:00 - 10/01/2017 06:00:00","BZN|SE3","Without sequence","28.93",""
"10/01/2017 06:00:00 - 10/01/2017 07:00:00","BZN|SE3","Without sequence","29.79",""
"10/01/2017 07:00:00 - 10/01/2017 08:00:00","BZN|SE3","Without sequence","31.0",""
"10/01/2017 08:00:00 - 10/01/2017 09:00:00","BZN|SE3","Without sequence","31.31",""
"10/01/2017 09:00:00 - 10/01/2017 10:00:00","BZN|SE3","Without sequence","31.22",""
"10/01/2017 10:00:00 - 10/01/2017 11:00:00","BZN|SE3","Without sequence","31.14",""
"10/01/2017 11:00:00 - 10/01/2017 12:00:00","BZN|SE3","Without sequence","31.06",""
"10/01/2017 12:00:00 - 10/01/2017 13:00:00","BZN|SE3","Without sequence","30.99",""
"10/01/2017 13:00:00 - 10/01/2017 14:00:00","BZN|SE3","Without sequence","31.0",""
"10/01/2017 14:00:00 - 10/01/2017 15:00:00","BZN|SE3","Without sequence","31.01",""
"10/01/2017 15:00:00 - 10/01/2017 16:00:00","BZN|SE3","Without sequence","31.03",""
"10/01/2017 16:00:00 - 10/01/2017 17:00:00","BZN|SE3","Without sequence","31.19",""
"10/01/2017 17:00:00 - 10/01/2017 18:00:00","BZN|SE3","Without sequence","31.19",""
"10/01/2017 18:00:00 - 10/01/2017 19:00:00","BZN|SE3","Without sequence","31.02",""
"10/01/2017 19:00:00 - 10/01/2017 20:00:00","BZN|SE3","Without sequence","30.54",""
"10/01/2017 20:00:00 - 10/01/2017 21:00:00","BZN|SE3","Without sequence","29.81",""
"10/01/2017 21:00:00 - 10/01/2017 22:00:00","BZN|SE3","Without sequence","29.55",""
"10/01/2017 22:00:00 - 10/01/2017 23:00:00","BZN|SE3","Without sequence","29.15",""
"10/01/2017 23:00:00 - 11/01/2017 00:00:00","BZN|SE3","Without sequence","28.08",""
"11/01/2017 00:00:00 - 11/01/2017 01:00:00","BZN|SE3","Without sequence","24.38",""
"11/01/2017 01:00:00 - 11/01/2017 02:00:00","BZN|SE3","Without sequence","22.78",""
"11/01/2017 02:00:00 - 11/01/2017 03:00:00","BZN|SE3","Without sequence","22.05",""
"11/01/2017 03:00:00 - 11/01/2017 04:00:00","BZN|SE3","Without sequence","22.1",""
"11/01/2017 04:00:00 - 11/01/2017 05:00:00","BZN|SE3","Without sequence","23.6",""
"11/01/2017 05:00:00 - 11/01/2017 06:00:00","BZN|SE3","Without sequence","25.88",""
"11/01/2017 06:00:00 - 11/01/2017 07:00:00","BZN|SE3","Without sequence","27.82",""
"11/01/2017 07:00:00 - 11/01/2017 08:00:00","BZN|SE3","Without sequence","28.96",""
"11/01/2017 08:00:00 - 11/01/2017 09:00:00","BZN|SE3","Without sequence","29.14",""
"11/01/2017 09:00:00 - 11/01/2017 10:00:00","BZN|SE3","Without sequence","29.12",""
"11/01/2017 10:00:00 - 11/01/2017 11:00:00","BZN|SE3","Without sequence","29.15",""
"11/01/2017 11:00:00 - 11/01/2017 12:00:00","BZN|SE3","Without sequence","29.16",""
"11/01/2017 12:00:00 - 11/01/2017 13:00:00","BZN|SE3","Without sequence","29.17",""
"11/01/2017 13:00:00 - 11/01/2017 14:00:00","BZN|SE3","Without sequence","29.13",""
"11/01/2017 14:00:00 - 11/01/2017 15:00:00","BZN|SE3","Without sequence","29.15",""
"11/01/2017 15:00:00 - 11/01/2017 16:00:00","BZN|SE3","Without sequence","29.18",""
"11/01/2017 16:00:00 - 11/01/2017 17:00:00","BZN|SE3","Without sequence","29.4",""
"11/01/2017 17:00:00 - 11/01/2017 18:00:00","BZN|SE3","Without sequence","29.57",""
"11/01/2017 18:00:00 - 11/01/2017 19:00:00","BZN|SE3","Without sequence","29.38",""
"11/01/2017 19:00:00 - 11/01/2017 20:00:00","BZN|SE3","Without sequence","29.13",""
"11/01/2017 20:00:00 - 11/01/2017 21:00:00","BZN|SE3","Without sequence","28.6",""
"11/01/2017 21:00:00 - 11/01/2017 22:00:00","BZN|SE3","Without sequence","27.91",""
"11/01/2017 22:00:00 - 11/01/2017 23:00:00","BZN|SE3","Without sequence","26.27",""
"11/01/2017 23:00:00 - 12/01/2017 00:00:00","BZN|SE3","Without sequence","24.29",""
"12/01/2017 00:00:00 - 12/01/2017 01:00:00","BZN|SE3","Without sequence","22.17",""
"12/01/2017 01:00:00 - 12/01/2017 02:00:00","BZN|SE3","Without sequence","18.07",""
"12/01/2017 02:00:00 - 12/01/2017 03:00:00","BZN|SE3","Without sequence","17.38",""
"12/01/2017 03:00:00 - 12/01/2017 04:00:00","BZN|SE3","Without sequence","17.43",""
"12/01/2017 04:00:00 - 12/01/2017 05:00:00","BZN|SE3","Without sequence","23.49",""
"12/01/2017 05:00:00 - 12/01/2017 06:00:00","BZN|SE3","Without sequence","24.98",""
"12/01/2017 06:00:00 - 12/01/2017 07:00:00","BZN|SE3","Without sequence","28.29",""
"12/01/2017 07:00:00 - 12/01/2017 08:00:00","BZN|SE3","Without sequence","29.41",""
"12/01/2017 08:00:00 - 12/01/2017 09:00:00","BZN|SE3","Without sequence","29.78",""
"12/01/2017 09:00:00 - 12/01/2017 10:00:00","BZN|SE3","Without sequence","29.5",""
"12/01/2017 10:00:00 - 12/01/2017 11:00:00","BZN|SE3","Without sequence","29.54",""
"12/01/2017 11:00:00 - 12/01/2017 12:00:00","BZN|SE3","Without sequence","29.5",""
"12/01/2017 12:00:00 - 12/01/2017 13:00:00","BZN|SE3","Without sequence","29.47",""
"12/01/2017 13:00:00 - 12/01/2017 14:00:00","BZN|SE3","Without sequence","29.5",""
"12/01/2017 14:00:00 - 12/01/2017 15:00:00","BZN|SE3","Without sequence","29.55",""
"12/01/2017 15:00:00 - 12/01/2017 16:00:00","BZN|SE3","Without sequence","29.64",""
"12/01/2017 16:00:00 - 12/01/2017 17:00:00","BZN|SE3","Without sequence","30.23",""
"12/01/2017 17:00:00 - 12/01/2017 18:00:00","BZN|SE3","Without sequence","30.52",""
"12/01/2017 18:00:00 - 12/01/2017 19:00:00","BZN|SE3","Without sequence","30.28",""
