"MTU","AREA","Day ahead total load forecast (MW)","Actual total load (MW)"
"02/01/2024 13:00:00 - 02/01/2024 14:00:00","BZN|SE3","13609.00","14021.00"
"02/01/2024 14:00:00 - 02/01/2024 15:00:00","BZN|SE3","13633.00","14107.00"
"02/01/2024 15:00:00 - 02/01/2024 16:00:00","BZN|SE3","13887.00","14372.00"
"02/01/2024 16:00:00 - 02/01/2024 17:00:00","BZN|SE3","14015.00","14481.00"
"02/01/2024 17:00:00 - 02/01/2024 18:00:00","BZN|SE3","14019.00","14559.00"
"02/01/2024 18:00:00 - 02/01/2024 19:00:00","BZN|SE3","13802.00","14287.00"
"02/01/2024 19:00:00 - 02/01/2024 20:00:00","BZN|SE3","13408.00","13968.00"
"02/01/2024 20:00:00 - 02/01/2024 21:00:00","BZN|SE3","13133.00","13709.00"
"02/01/2024 21:00:00 - 02/01/2024 22:00:00","BZN|SE3","12769.00","13224.00"
"02/01/2024 22:00:00 - 02/01/2024 23:00:00","BZN|SE3","12310.00","12781.00"
"02/01/2024 23:00:00 - 03/01/2024 00:00:00","BZN|SE3","11968.00","12426.00"
"03/01/2024 00:00:00 - 03/01/2024 01:00:00","BZN|SE3","11681.00","12115.00"
"03/01/2024 01:00:00 - 03/01/2024 02:00:00","BZN|SE3","11595.00","11919.00"
"03/01/2024 02:00:00 - 03/01/2024 03:00:00","BZN|SE3","11538.00","11866.00"
"03/01/2024 03:00:00 - 03/01/2024 04:00:00","BZN|SE3","11551.00","11943.00"
"03/01/2024 04:00:00 - 03/01/2024 05:00:00","BZN|SE3","11459.00","12015.00"
"03/01/2024 05:00:00 - 03/01/2024 06:00:00","BZN|SE3","11811.00","12383.00"
"03/01/2024 06:00:00 - 03/01/2024 07:00:00","BZN|SE3","12483.00","13216.00"
"03/01/2024 07:00:00 - 03/01/2024 08:00:00","BZN|SE3","13175.00","13948.00"
"03/01/2024 08:00:00 - 03/01/2024 09:00:00","BZN|SE3","13561.00","14290.00"
"03/01/2024 09:00:00 - 03/01/2024 10:00:00","BZN|SE3","13693.00","14364.00"
"03/01/2024 10:00:00 - 03/01/2024 11:00:00","BZN|SE3","13768.00","14505.00"
"03/01/2024 11:00:00 - 03/01/2024 12:00:00","BZN|SE3","13865.00","14554.00"
"03/01/2024 12:00:00 - 03/01/2024 13:00:00","BZN|SE3","13977.00","14623.00"
"03/01/2024 13:00:00 - 03/01/2024 14:00:00","BZN|SE3","13998.00","14540.00"
"03/01/2024 14:00:00 - 03/01/2024 15:00:00","BZN|SE3","14021.00","14549.00"
"03/01/2024 15:00:00 - 03/01/2024 16:00:00","BZN|SE3","14273.00","14726.00"
"03/01/2024 16:00:00 - 03/01/2024 17:00:00","BZN|SE3","14351.00","14959.00"
"03/01/2024 17:00:00 - 03/01/2024 18:00:00","BZN|SE3","14351.00","14995.00"
"03/01/2024 18:00:00 - 03/01/2024 19:00:00","BZN|SE3","14156.00","14709.00"
"03/01/2024 19:00:00 - 03/01/2024 20:00:00","BZN|SE3","13794.00","14454.00"
"03/01/2024 20:00:00 - 03/01/2024 21:00:00","BZN|SE3","13521.00","14044.00"
"03/01/2024 21:00:00 - 03/01/2024 22:00:00","BZN|SE3","13157.00","13573.00"
"03/01/2024 22:00:00 - 03/01/2024 23:00:00","BZN|SE3","12722.00","13066.00"
"03/01/2024 23:00:00 - 04/01/2024 00:00:00","BZN|SE3","12358.00","12700.00"
"04/01/2024 00:00:00 - 04/01/2024 01:00:00","BZN|SE3","12229.00","12620.00"
"04/01/2024 01:00:00 - 04/01/2024 02:00:00","BZN|SE3","12156.00","12376.00"
"04/01/2024 02:00:00 - 04/01/2024 03:00:00","BZN|SE3","12128.00","12243.00"
"04/01/2024 03:00:00 - 04/01/2024 04:00:00","BZN|SE3","12153.00","12169.00"
"04/01/2024 04:00:00 - 04/01/2024 05:00:00","BZN|SE3","12225.00","12325.00"
"04/01/2024 05:00:00 - 04/01/2024 06:00:00","BZN|SE3","12430.00","12740.00"
"04/01/2024 06:00:00 - 04/01/2024 07:00:00","BZN|SE3","13128.00","13493.00"
"04/01/2024 07:00:00 - 04/01/2024 08:00:00","BZN|SE3","13870.00","14291.00"
"04/01/2024 08:00:00 - 04/01/2024 09:00:00","BZN|SE3","14323.00","14709.00"
"04/01/2024 09:00:00 - 04/01/2024 10:00:00","BZN|SE3","14397.00","14965.00"
"04/01/2024 10:00:00 - 04/01/2024 11:00:00","BZN|SE3","14543.00","15187.00"
"04/01/2024 11:00:00 - 04/01/2024 12:00:00","BZN|SE3","14635.00","15247.00"
"04/01/2024 12:00:00 - 04/01/2024 13:00:00","BZN|SE3","14760.00","15337.00"
"04/01/2024 13:00:00 - 04/01/2024 14:00:00","BZN|SE3","14789.00","15144.00"
"04/01/2024 14:00:00 - 04/01/2024 15:00:00","BZN|SE3","14843.00","15320.00"
"04/01/2024 15:00:00 - 04/01/2024 16:00:00","BZN|SE3","15105.00","15559.00"
"04/01/2024 16:00:00 - 04/01/2024 17:00:00","BZN|SE3","15214.00","15839.00"
"04/01/2024 17:00:00 - 04/01/2024 18:00:00","BZN|SE3","15245.00","16048.00"
"04/01/2024 18:00:00 - 04/01/2024 19:00:00","BZN|SE3","15036.00","15815.00"
"04/01/2024 19:00:00 - 04/01/2024 20:00:00","BZN|SE3","14778.00","15246.00"
"04/01/2024 20:00:00 - 04/01/2024 21:00:00","BZN|SE3","14500.00","14576.00"
"04/01/2024 21:00:00 - 04/01/2024 22:00:00","BZN|SE3","14179.00","14221.00"
"04/01/2024 22:00:00 - 04/01/2024 23:00:00","BZN|SE3","13673.00","13846.00"
"04/01/2024 23:00:00 - 05/01/2024 00:00:00","BZN|SE3","13206.00","13282.00"
"05/01/2024 00:00:00 - 05/01/2024 01:00:00","BZN|SE3","13195.00","12875.00"
"05/01/2024 01:00:00 - 05/01/2024 02:00:00","BZN|SE3","13085.00","12616.00"
"05/01/2024 02:00:00 - 05/01/2024 03:00:00","BZN|SE3","13018.00","12416.00"
"05/01/2024 03:00:00 - 05/01/2024 04:00:00","BZN|SE3","13105.00","12484.00"
"05/01/2024 04:00:00 - 05/01/2024 05:00:00","BZN|SE3","13190.00","12557.00"
"05/01/2024 05:00:00 - 05/01/2024 06:00:00","BZN|SE3","13441.00","12919.00"
"05/01/2024 06:00:00 - 05/01/2024 07:00:00","BZN|SE3","14215.00","13708.00"
"05/01/2024 07:00:00 - 05/01/2024 08:00:00","BZN|SE3","14874.00","14371.00"
"05/01/2024 08:00:00 - 05/01/2024 09:00:00","BZN|SE3","15385.00","14736.00"
"05/01/2024 09:00:00 - 05/01/2024 10:00:00","BZN|SE3","15476.00","14860.00"
"05/01/2024 10:00:00 - 05/01/2024 11:00:00","BZN|SE3","15469.00","15045.00"
"05/01/2024 11:00:00 - 05/01/2024 12:00:00","BZN|SE3","15409.00","14953.00"
"05/01/2024 12:00:00 - 05/01/2024 13:00:00","BZN|SE3","15409.00","14925.00"
"05/01/2024 13:00:00 - 05/01/2024 14:00:00","BZN|SE3","15253.00","14817.00"
"05/01/2024 14:00:00 - 05/01/2024 15:00:00","BZN|SE3","15256.00","14727.00"
"05/01/2024 15:00:00 - 05/01/2024 16:00:00","BZN|SE3","15501.00","14831.00"
"05/01/2024 16:00:00 - 05/01/2024 17:00:00","BZN|SE3","15699.00","15161.00"
"05/01/2024 17:00:00 - 05/01/2024 18:00:00","BZN|SE3","15680.00","15260.00"
"05/01/2024 18:00:00 - 05/01/2024 19:00:00","BZN|SE3","15534.00","15094.00"
"05/01/2024 19:00:00 - 05/01/2024 20:00:00","BZN|SE3","15183.00","14882.00"
"05/01/2024 20:00:00 - 05/01/2024 21:00:00","BZN|SE3","14851.00","14824.00"
"05/01/2024 21:00:00 - 05/01/2024 22:00:00","BZN|SE3","14419.00","14608.00"
"05/01/2024 22:00:00 - 05/01/2024 23:00:00","BZN|SE3","14043.00","14229.00"
"05/01/2024 23:00:00 - 06/01/2024 00:00:00","BZN|SE3","13645.00","13938.00"
"06/01/2024 00:00:00 - 06/01/2024 01:00:00","BZN|SE3","13147.00","13602.00"
"06/01/2024 01:00:00 - 06/01/2024 02:00:00","BZN|SE3","12905.00","13469.00"
"06/01/2024 02:00:00 - 06/01/2024 03:00:00","BZN|SE3","12824.00","13328.00"
"06/01/2024 03:00:00 - 06/01/2024 04:00:00","BZN|SE3","12862.00","13196.00"
"06/01/2024 04:00:00 - 06/01/2024 05:00:00","BZN|SE3","12930.00","13127.00"
"06/01/2024 05:00:00 - 06/01/2024 06:00:00","BZN|SE3","12994.00","13168.00"
"06/01/2024 06:00:00 - 06/01/2024 07:00:00","BZN|SE3","13175.00","13448.00"
"06/01/2024 07:00:00 - 06/01/2024 08:00:00","BZN|SE3","13523.00","13755.00"
"06/01/2024 08:00:00 - 06/01/2024 09:00:00","BZN|SE3","13895.00","14015.00"
"06/01/2024 09:00:00 - 06/01/2024 10:00:00","BZN|SE3","14167.00","14238.00"
"06/01/2024 10:00:00 - 06/01/2024 11:00:00","BZN|SE3","14403.00","14403.00"
"06/01/2024 11:00:00 - 06/01/2024 12:00:00","BZN|SE3","14393.00","14536.00"
"06/01/2024 12:00:00 - 06/01/2024 13:00:00","BZN|SE3","14349.00","14468.00"
"06/01/2024 13:00:00 - 06/01/2024 14:00:00","BZN|SE3","14294.00","14442.00"
"06/01/2024 14:00:00 - 06/01/2024 15:00:00","BZN|SE3","14330.00","14440.00"
"06/01/2024 15:00:00 - 06/01/2024 16:00:00","BZN|SE3","14578.00","14699.00"
"06/01/2024 16:00:00 - 06/01/2024 17:00:00","BZN|SE3","14795.00","14988.00"
"06/01/2024 17:00:00 - 06/01/2024 18:00:00","BZN|SE3","14879.00","15231.00"
"06/01/2024 18:00:00 - 06/01/2024 19:00:00","BZN|SE3","14792.00","15222.00"
"06/01/2024 19:00:00 - 06/01/2024 20:00:00","BZN|SE3","14571.00","15259.00"
"06/01/2024 20:00:00 - 06/01/2024 21:00:00","BZN|SE3","14212.00","14916.00"
"06/01/2024 21:00:00 - 06/01/2024 22:00:00","BZN|SE3","13828.00","14509.00"
"06/01/2024 22:00:00 - 06/01/2024 23:00:00","BZN|SE3","13484.00","14009.00"
"06/01/2024 23:00:00 - 07/01/2024 00:00:00","BZN|SE3","13159.00","13629.00"
"07/01/2024 00:00:00 - 07/01/2024 01:00:00","BZN|SE3","13040.00","13503.00"
"07/01/2024 01:00:00 - 07/01/2024 02:00:00","BZN|SE3","12896.00","13250.00"
"07/01/2024 02:00:00 - 07/01/2024 03:00:00","BZN|SE3","12806.00","13206.00"
"07/01/2024 03:00:00 - 07/01/2024 04:00:00","BZN|SE3","12731.00","13182.00"
"07/01/2024 04:00:00 - 07/01/2024 05:00:00","BZN|SE3","12658.00","13182.00"
"07/01/2024 05:00:00 - 07/01/2024 06:00:00","BZN|SE3","12699.00","13206.00"
"07/01/2024 06:00:00 - 07/01/2024 07:00:00","BZN|SE3","12902.00","13443.00"
"07/01/2024 07:00:00 - 07/01/2024 08:00:00","BZN|SE3","12876.00","13701.00"
"07/01/2024 08:00:00 - 07/01/2024 09:00:00","BZN|SE3","13230.00","13990.00"
"07/01/2024 09:00:00 - 07/01/2024 10:00:00","BZN|SE3","13409.00","14338.00"
"07/01/2024 10:00:00 - 07/01/2024 11:00:00","BZN|SE3","13649.00","14627.00"
"07/01/2024 11:00:00 - 07/01/2024 12:00:00","BZN|SE3","13772.00","14663.00"
"07/01/2024 12:00:00 - 07/01/2024 13:00:00","BZN|SE3","13779.00","14647.00"
"07/01/2024 13:00:00 - 07/01/2024 14:00:00","BZN|SE3","13767.00","14641.00"
"07/01/2024 14:00:00 - 07/01/2024 15:00:00","BZN|SE3","13875.00","14600.00"
"07/01/2024 15:00:00 - 07/01/2024 16:00:00","BZN|SE3","14098.00","14866.00"
"07/01/2024 16:00:00 - 07/01/2024 17:00:00","BZN|SE3","14350.00","15221.00"
"07/01/2024 17:00:00 - 07/01/2024 18:00:00","BZN|SE3","14517.00","15542.00"
"07/01/2024 18:00:00 - 07/01/2024 19:00:00","BZN|SE3","14465.00","15527.00"
"07/01/2024 19:00:00 - 07/01/2024 20:00:00","BZN|SE3","14294.00","15323.00"
"07/01/2024 20:00:00 - 07/01/2024 21:00:00","BZN|SE3","14017.00","15051.00"
"07/01/2024 21:00:00 - 07/01/2024 22:00:00","BZN|SE3","13627.00","14812.00"
"07/01/2024 22:00:00 - 07/01/2024 23:00:00","BZN|SE3","13236.00","14486.00"
"07/01/2024 23:00:00 - 08/01/2024 00:00:00","BZN|SE3","12874.00","13947.00"
"08/01/2024 00:00:00 - 08/01/2024 01:00:00","BZN|SE3","12884.00","13591.00"
"08/01/2024 01:00:00 - 08/01/2024 02:00:00","BZN|SE3","12767.00","13505.00"
"08/01/2024 02:00:00 - 08/01/2024 03:00:00","BZN|SE3","12730.00","13568.00"
"08/01/2024 03:00:00 - 08/01/2024 04:00:00","BZN|SE3","12772.00","13644.00"
"08/01/2024 04:00:00 - 08/01/2024 05:00:00","BZN|SE3","12854.00","13724.00"
"08/01/2024 05:00:00 - 08/01/2024 06:00:00","BZN|SE3","13204.00","14053.00"
"08/01/2024 06:00:00 - 08/01/2024 07:00:00","BZN|SE3","14088.00","15046.00"
"08/01/2024 07:00:00 - 08/01/2024 08:00:00","BZN|SE3","14964.00","16034.00"
"08/01/2024 08:00:00 - 08/01/2024 09:00:00","BZN|SE3","15310.00","16287.00"
"08/01/2024 09:00:00 - 08/01/2024 10:00:00","BZN|SE3","15250.00","16114.00"
"08/01/2024 10:00:00 - 08/01/2024 11:00:00","BZN|SE3","15254.00","16098.00"
"08/01/2024 11:00:00 - 08/01/2024 12:00:00","BZN|SE3","15175.00","15793.00"
"08/01/2024 12:00:00 - 08/01/2024 13:00:00","BZN|SE3","15049.00","15559.00"
"08/01/2024 13:00:00 - 08/01/2024 14:00:00","BZN|SE3","14861.00","15428.00"
"08/01/2024 14:00:00 - 08/01/2024 15:00:00","BZN|SE3","14856.00","15435.00"
"08/01/2024 15:00:00 - 08/01/2024 16:00:00","BZN|SE3","15018.00","15564.00"
"08/01/2024 16:00:00 - 08/01/2024 17:00:00","BZN|SE3","15202.00","15699.00"
"08/01/2024 17:00:00 - 08/01/2024 18:00:00","BZN|SE3","15296.00","15810.00"
"08/01/2024 18:00:00 - 08/01/2024 19:00:00","BZN|SE3","15124.00","15624.00"
"08/01/2024 19:00:00 - 08/01/2024 20:00:00","BZN|SE3","14840.00","15287.00"
"08/01/2024 20:00:00 - 08/01/2024 21:00:00","BZN|SE3","14515.00","14839.00"
"08/01/2024 21:00:00 - 08/01/2024 22:00:00","BZN|SE3","14071.00","14207.00"
"08/01/2024 22:00:00 - 08/01/2024 23:00:00","BZN|SE3","13490.00","13459.00"
"08/01/2024 23:00:00 - 09/01/2024 00:00:00","BZN|SE3","12933.00","13037.00"
"09/01/2024 00:00:00 - 09/01/2024 01:00:00","BZN|SE3","12574.00","12929.00"
"09/01/2024 01:00:00 - 09/01/2024 02:00:00","BZN|SE3","12367.00","12771.00"
"09/01/2024 02:00:00 - 09/01/2024 03:00:00","BZN|SE3","12276.00","12633.00"
"09/01/2024 03:00:00 - 09/01/2024 04:00:00","BZN|SE3","12243.00","12534.00"
"09/01/2024 04:00:00 - 09/01/2024 05:00:00","BZN|SE3","12255.00","12429.00"
"09/01/2024 05:00:00 - 09/01/2024 06:00:00","BZN|SE3","12546.00","12654.00"
"09/01/2024 06:00:00 - 09/01/2024 07:00:00","BZN|SE3","13551.00","13623.00"
"09/01/2024 07:00:00 - 09/01/2024 08:00:00","BZN|SE3","14250.00","14486.00"
"09/01/2024 08:00:00 - 09/01/2024 09:00:00","BZN|SE3","14460.00","14601.00"
"09/01/2024 09:00:00 - 09/01/2024 10:00:00","BZN|SE3","14417.00","14548.00"
"09/01/2024 10:00:00 - 09/01/2024 11:00:00","BZN|SE3","14326.00","14403.00"
"09/01/2024 11:00:00 - 09/01/2024 12:00:00","BZN|SE3","14257.00","14184.00"
"09/01/2024 12:00:00 - 09/01/2024 13:00:00","BZN|SE3","14134.00","13987.00"
"09/01/2024 13:00:00 - 09/01/2024 14:00:00","BZN|SE3","13938.00","13827.00"
"09/01/2024 14:00:00 - 09/01/2024 15:00:00","BZN|SE3","13935.00","13845.00"
"09/01/2024 15:00:00 - 09/01/2024 16:00:00","BZN|SE3","14098.00","14054.00"
"09/01/2024 16:00:00 - 09/01/2024 17:00:00","BZN|SE3","14332.00","14277.00"
"09/01/2024 17:00:00 - 09/01/2024 18:00:00","BZN|SE3","14417.00","14420.00"
"09/01/2024 18:00:00 - 09/01/2024 19:00:00","BZN|SE3","14135.00","14237.00"
"09/01/2024 19:00:00 - 09/01/2024 20:00:00","BZN|SE3","13779.00","13695.00"
"09/01/2024 20:00:00 - 09/01/2024 21:00:00","BZN|SE3","13394.00","13218.00"
"09/01/2024 21:00:00 - 09/01/2024 22:00:00","BZN|SE3","12916.00","12680.00"
"09/01/2024 22:00:00 - 09/01/2024 23:00:00","BZN|SE3","12357.00","12207.00"
"09/01/2024 23:00:00 - 10/01/2024 00:00:00","BZN|SE3","11804.00","11733.00"
"10/01/2024 00:00:00 - 10/01/2024 01:00:00","BZN|SE3","11462.00","11557.00"
"10/01/2024 01:00:00 - 10/01/2024 02:00:00","BZN|SE3","11281.00","11348.00"
"10/01/2024 02:00:00 - 10/01/2024 03:00:00","BZN|SE3","11286.00","11374.00"
"10/01/2024 03:00:00 - 10/01/2024 04:00:00","BZN|SE3","11292.00","11302.00"
"10/01/2024 04:00:00 - 10/01/2024 05:00:00","BZN|SE3","11349.00","11439.00"
"10/01/2024 05:00:00 - 10/01/2024 06:00:00","BZN|SE3","11742.00","11709.00"
"10/01/2024 06:00:00 - 10/01/2024 07:00:00","BZN|SE3","12646.00","12843.00"
"10/01/2024 07:00:00 - 10/01/2024 08:00:00","BZN|SE3","13481.00","13835.00"
"10/01/2024 08:00:00 - 10/01/2024 09:00:00","BZN|SE3","13734.00","13950.00"
"10/01/2024 09:00:00 - 10/01/2024 10:00:00","BZN|SE3","13789.00","13897.00"
"10/01/2024 10:00:00 - 10/01/2024 11:00:00","BZN|SE3","13722.00","13807.00"
"10/01/2024 11:00:00 - 10/01/2024 12:00:00","BZN|SE3","13601.00","13689.00"
"10/01/2024 12:00:00 - 10/01/2024 13:00:00","BZN|SE3","13519.00","13458.00"
"10/01/2024 13:00:00 - 10/01/2024 14:00:00","BZN|SE3","13396.00","13274.00"
"10/01/2024 14:00:00 - 10/01/2024 15:00:00","BZN|SE3","13412.00","13308.00"
"10/01/2024 15:00:00 - 10/01/2024 16:00:00","BZN|SE3","13657.00","13628.00"
"10/01/2024 16:00:00 - 10/01/2024 17:00:00","BZN|SE3","13926.00","13980.00"
"10/01/2024 17:00:00 - 10/01/2024 18:00:00","BZN|SE3","14066.00","14109.00"
"10/01/2024 18:00:00 - 10/01/2024 19:00:00","BZN|SE3","13861.00","13991.00"
"10/01/2024 19:00:00 - 10/01/2024 20:00:00","BZN|SE3","13528.00","13760.00"
"10/01/2024 20:00:00 - 10/01/2024 21:00:00","BZN|SE3","13074.00","13313.00"
"10/01/2024 21:00:00 - 10/01/2024 22:00:00","BZN|SE3","12574.00","12857.00"
"10/01/2024 22:00:00 - 10/01/2024 23:00:00","BZN|SE3","12020.00","12214.00"
"10/01/2024 23:00:00 - 11/01/2024 00:00:00","BZN|SE3","11514.00","11690.00"
"11/01/2024 00:00:00 - 11/01/2024 01:00:00","BZN|SE3","10997.00","11363.00"
"11/01/2024 01:00:00 - 11/01/2024 02:00:00","BZN|SE3","10802.00","10964.00"
"11/01/2024 02:00:00 - 11/01/2024 03:00:00","BZN|SE3","10757.00","10807.00"
"11/01/2024 03:00:00 - 11/01/2024 04:00:00","BZN|SE3","10693.00","10854.00"
"11/01/2024 04:00:00 - 11/01/2024 05:00:00","BZN|SE3","10791.00","10885.00"
"11/01/2024 05:00:00 - 11/01/2024 06:00:00","BZN|SE3","11261.00","11262.00"
"11/01/2024 06:00:00 - 11/01/2024 07:00:00","BZN|SE3","12117.00","12162.00"
"11/01/2024 07:00:00 - 11/01/2024 08:00:00","BZN|SE3","13079.00","13269.00"
"11/01/2024 08:00:00 - 11/01/2024 09:00:00","BZN|SE3","13245.00","13376.00"
"11/01/2024 09:00:00 - 11/01/2024 10:00:00","BZN|SE3","13179.00","13239.00"
"11/01/2024 10:00:00 - 11/01/2024 11:00:00","BZN|SE3","13112.00","13290.00"
"11/01/2024 11:00:00 - 11/01/2024 12:00:00","BZN|SE3","13034.00","12938.00"
"11/01/2024 12:00:00 - 11/01/2024 13:00:00","BZN|SE3","13021.00","12612.00"
"11/01/2024 13:00:00 - 11/01/2024 14:00:00","BZN|SE3","12941.00","12549.00"
"11/01/2024 14:00:00 - 11/01/2024 15:00:00","BZN|SE3","12924.00","13304.00"
"11/01/2024 15:00:00 - 11/01/2024 16:00:00","BZN|SE3","13200.00","13601.00"
"11/01/2024 16:00:00 - 11/01/2024 17:00:00","BZN|SE3","13507.00","13880.00"
"11/01/2024 17:00:00 - 11/01/2024 18:00:00","BZN|SE3","13730.00","14035.00"
"11/01/2024 18:00:00 - 11/01/2024 19:00:00","BZN|SE3","13562.00","13851.00"
"11/01/2024 19:00:00 - 11/01/2024 20:00:00","BZN|SE3","13318.00","13597.00"
"11/01/2024 20:00:00 - 11/01/2024 21:00:00","BZN|SE3","12953.00","13197.00"
"11/01/2024 21:00:00 - 11/01/2024 22:00:00","BZN|SE3","12465.00","12729.00"
"11/01/2024 22:00:00 - 11/01/2024 23:00:00","BZN|SE3","11913.00","12250.00"
"11/01/2024 23:00:00 - 12/01/2024 00:00:00","BZN|SE3","11414.00","11668.00"
"12/01/2024 00:00:00 - 12/01/2024 01:00:00","BZN|SE3","11123.00","11154.00"
"12/01/2024 01:00:00 - 12/01/2024 02:00:00","BZN|SE3","10899.00","10880.00"
"12/01/2024 02:00:00 - 12/01/2024 03:00:00","BZN|SE3","10813.00","10854.00"
"12/01/2024 03:00:00 - 12/01/2024 04:00:00","BZN|SE3","10810.00","10883.00"
"12/01/2024 04:00:00 - 12/01/2024 05:00:00","BZN|SE3","10894.00","10989.00"
"12/01/2024 05:00:00 - 12/01/2024 06:00:00","BZN|SE3","11299.00","11361.00"
"12/01/2024 06:00:00 - 12/01/2024 07:00:00","BZN|SE3","12306.00","12473.00"
"12/01/2024 07:00:00 - 12/01/2024 08:00:00","BZN|SE3","13177.00","13306.00"
"12/01/2024 08:00:00 - 12/01/2024 09:00:00","BZN|SE3","13357.00","13618.00"
"12/01/2024 09:00:00 - 12/01/2024 10:00:00","BZN|SE3","13415.00","13560.00"
"12/01/2024 10:00:00 - 12/01/2024 11:00:00","BZN|SE3","13354.00","13468.00"
"12/01/2024 11:00:00 - 12/01/2024 12:00:00","BZN|SE3","13155.00","13199.00"
"12/01/2024 12:00:00 - 12/01/2024 13:00:00","BZN|SE3","12975.00","13086.00"
"12/01/2024 13:00:00 - 12/01/2024 14:00:00","BZN|SE3","12726.00","12757.00"
"12/01/2024 14:00:00 - 12/01/2024 15:00:00","BZN|SE3","12658.00","12703.00"
"12/01/2024 15:00:00 - 12/01/2024 16:00:00","BZN|SE3","12818.00","12767.00"
"12/01/2024 16:00:00 - 12/01/2024 17:00:00","BZN|SE3","13167.00","13082.00"
"12/01/2024 17:00:00 - 12/01/2024 18:00:00","BZN|SE3","13325.00","13126.00"
"12/01/2024 18:00:00 - 12/01/2024 19:00:00","BZN|SE3","13134.00","13002.00"
"12/01/2024 19:00:00 - 12/01/2024 20:00:00","BZN|SE3","12759.00","12814.00"
"12/01/2024 20:00:00 - 12/01/2024 21:00:00","BZN|SE3","12325.00","12531.00"
"12/01/2024 21:00:00 - 12/01/2024 22:00:00","BZN|SE3","11897.00","12110.00"
"12/01/2024 22:00:00 - 12/01/2024 23:00:00","BZN|SE3","11496.00","11655.00"
"12/01/2024 23:00:00 - 13/01/2024 00:00:00","BZN|SE3","11136.00","11123.00"
"13/01/2024 00:00:00 - 13/01/2024 01:00:00","BZN|SE3","10758.00","10755.00"
"13/01/2024 01:00:00 - 13/01/2024 02:00:00","BZN|SE3","10653.00","10743.00"
