"MTU (CET/CEST)","Area","Sequence","Day-ahead (EUR/MWh)","Energy Price (EUR/MWh)"
"02/01/2022 10:00:00 - 02/01/2022 11:00:00","BZN|SE3","Without sequence","70.09",""
"02/01/2022 11:00:00 - 02/01/2022 12:00:00","BZN|SE3","Without sequence","66.26",""
"02/01/2022 12:00:00 - 02/01/2022 13:00:00","BZN|SE3","Without sequence","64.54",""
"02/01/2022 13:00:00 - 02/01/2022 14:00:00","BZN|SE3","Without sequence","46.96",""
"02/01/2022 14:00:00 - 02/01/2022 15:00:00","BZN|SE3","Without sequence","49.06",""
"02/01/2022 15:00:00 - 02/01/2022 16:00:00","BZN|SE3","Without sequence","74.99",""
"02/01/2022 16:00:00 - 02/01/2022 17:00:00","BZN|SE3","Without sequence","88.15",""
"02/01/2022 17:00:00 - 02/01/2022 18:00:00","BZN|SE3","Without sequence","95.4",""
"02/01/2022 18:00:00 - 02/01/2022 19:00:00","BZN|SE3","Without sequence","86.71",""
"02/01/2022 19:00:00 - 02/01/2022 20:00:00","BZN|SE3","Without sequence","71.27",""
"02/01/2022 20:00:00 - 02/01/2022 21:00:00","BZN|SE3","Without sequence","54.12",""
"02/01/2022 21:00:00 - 02/01/2022 22:00:00","BZN|SE3","Without sequence","46.16",""
"02/01/2022 22:00:00 - 02/01/2022 23:00:00","BZN|SE3","Without sequence","46.29",""
"02/01/2022 23:00:00 - 03/01/2022 00:00:00","BZN|SE3","Without sequence","32.93",""
"03/01/2022 00:00:00 - 03/01/2022 01:00:00","BZN|SE3","Without sequence","20.89",""
"03/01/2022 01:00:00 - 03/01/2022 02:00:00","BZN|SE3","Without sequence","19.92",""
"03/01/2022 02:00:00 - 03/01/2022 03:00:00","BZN|SE3","Without sequence","19.87",""
"03/01/2022 03:00:00 - 03/01/2022 04:00:00","BZN|SE3","Without sequence","19.82",""
"03/01/2022 04:00:00 - 03/01/2022 05:00:00","BZN|SE3","Without sequence","20.26",""
"03/01/2022 05:00:00 - 03/01/2022 06:00:00","BZN|SE3","Without sequence","29.35",""
"03/01/2022 06:00:00 - 03/01/2022 07:00:00","BZN|SE3","Without sequence","37.55",""
"03/01/2022 07:00:00 - 03/01/2022 08:00:00","BZN|SE3","Without sequence","88.76",""
"03/01/2022 08:00:00 - 03/01/2022 09:00:00","BZN|SE3","Without sequence","122.93",""
"03/01/2022 09:00:00 - 03/01/2022 10:00:00","BZN|SE3","Without sequence","110.17",""
"03/01/2022 10:00:00 - 03/01/2022 11:00:00","BZN|SE3","Without sequence","93.38",""
"03/01/2022 11:00:00 - 03/01/2022 12:00:00","BZN|SE3","Without sequence","90.73",""
"03/01/2022 12:00:00 - 03/01/2022 13:00:00","BZN|SE3","Without sequence","82.37",""
"03/01/2022 13:00:00 - 03/01/2022 14:00:00","BZN|SE3","Without sequence","80.9",""
"03/01/2022 14:00:00 - 03/01/2022 15:00:00","BZN|SE3","Without sequence","80.99",""
"03/01/2022 15:00:00 - 03/01/2022 16:00:00","BZN|SE3","Without sequence","98.05",""
"03/01/2022 16:00:00 - 03/01/2022 17:00:00","BZN|SE3","Without sequence","120.55",""
"03/01/2022 17:00:00 - 03/01/2022 18:00:00","BZN|SE3","Without sequence","139.57",""
"03/01/2022 18:00:00 - 03/01/2022 19:00:00","BZN|SE3","Without sequence","134.69",""
"03/01/2022 19:00:00 - 03/01/2022 20:00:00","BZN|SE3","Without sequence","114.82",""
"03/01/2022 20:00:00 - 03/01/2022 21:00:00","BZN|SE3","Without sequence","92.91",""
"03/01/2022 21:00:00 - 03/01/2022 22:00:00","BZN|SE3","Without sequence","72.39",""
"03/01/2022 22:00:00 - 03/01/2022 23:00:00","BZN|SE3","Without sequence","39.45",""
"03/01/2022 23:00:00 - 04/01/2022 00:00:00","BZN|SE3","Without sequence","34.4",""
"04/01/2022 00:00:00 - 04/01/2022 01:00:00","BZN|SE3","Without sequence","39.99",""
"04/01/2022 01:00:00 - 04/01/2022 02:00:00","BZN|SE3","Without sequence","37.14",""
"04/01/2022 02:00:00 - 04/01/2022 03:00:00","BZN|SE3","Without sequence","36.66",""
"04/01/2022 03:00:00 - 04/01/2022 04:00:00","BZN|SE3","Without sequence","38.64",""
"04/01/2022 04:00:00 - 04/01/2022 05:00:00","BZN|SE3","Without sequence","41.02",""
"04/01/2022 05:00:00 - 04/01/2022 06:00:00","BZN|SE3","Without sequence","93.97",""
"04/01/2022 06:00:00 - 04/01/2022 07:00:00","BZN|SE3","Without sequence","122.39",""
"04/01/2022 07:00:00 - 04/01/2022 08:00:00","BZN|SE3","Without sequence","154.93",""
"04/01/2022 08:00:00 - 04/01/2022 09:00:00","BZN|SE3","Without sequence","167.88",""
"04/01/2022 09:00:00 - 04/01/2022 10:00:00","BZN|SE3","Without sequence","166.65",""
"04/01/2022 10:00:00 - 04/01/2022 11:00:00","BZN|SE3","Without sequence","167.29",""
"04/01/2022 11:00:00 - 04/01/2022 12:00:00","BZN|SE3","Without sequence","164.62",""
"04/01/2022 12:00:00 - 04/01/2022 13:00:00","BZN|SE3","Without sequence","159.98",""
"04/01/2022 13:00:00 - 04/01/2022 14:00:00","BZN|SE3","Without sequence","155.69",""
"04/01/2022 14:00:00 - 04/01/2022 15:00:00","BZN|SE3","Without sequence","155.16",""
"04/01/2022 15:00:00 - 04/01/2022 16:00:00","BZN|SE3","Without sequence","158.45",""
"04/01/2022 16:00:00 - 04/01/2022 17:00:00","BZN|SE3","Without sequence","161.35",""
"04/01/2022 17:00:00 - 04/01/2022 18:00:00","BZN|SE3","Without sequence","167.76",""
"04/01/2022 18:00:00 - 04/01/2022 19:00:00","BZN|SE3","Without sequence","164.46",""
"04/01/2022 19:00:00 - 04/01/2022 20:00:00","BZN|SE3","Without sequence","153.88",""
"04/01/2022 20:00:00 - 04/01/2022 21:00:00","BZN|SE3","Without sequence","146.81",""
"04/01/2022 21:00:00 - 04/01/2022 22:00:00","BZN|SE3","Without sequence","128.75",""
"04/01/2022 22:00:00 - 04/01/2022 23:00:00","BZN|SE3","Without sequence","112.96",""
"04/01/2022 23:00:00 - 05/01/2022 00:00:00","BZN|SE3","Without sequence","84.11",""
"05/01/2022 00:00:00 - 05/01/2022 01:00:00","BZN|SE3","Without sequence","93.87",""
"05/01/2022 01:00:00 - 05/01/2022 02:00:00","BZN|SE3","Without sequence","51.69",""
"05/01/2022 02:00:00 - 05/01/2022 03:00:00","BZN|SE3","Without sequence","50.04",""
"05/01/2022 03:00:00 - 05/01/2022 04:00:00","BZN|SE3","Without sequence","49.53",""
"05/01/2022 04:00:00 - 05/01/2022 05:00:00","BZN|SE3","Without sequence","50.07",""
"05/01/2022 05:00:00 - 05/01/2022 06:00:00","BZN|SE3","Without sequence","93.39",""
"05/01/2022 06:00:00 - 05/01/2022 07:00:00","BZN|SE3","Without sequence","99.16",""
"05/01/2022 07:00:00 - 05/01/2022 08:00:00","BZN|SE3","Without sequence","101.15",""
"05/01/2022 08:00:00 - 05/01/2022 09:00:00","BZN|SE3","Without sequence","129.56",""
"05/01/2022 09:00:00 - 05/01/2022 10:00:00","BZN|SE3","Without sequence","121.09",""
"05/01/2022 10:00:00 - 05/01/2022 11:00:00","BZN|SE3","Without sequence","135.05",""
"05/01/2022 11:00:00 - 05/01/2022 12:00:00","BZN|SE3","Without sequence","129.99",""
"05/01/2022 12:00:00 - 05/01/2022 13:00:00","BZN|SE3","Without sequence","131.97",""
"05/01/2022 13:00:00 - 05/01/2022 14:00:00","BZN|SE3","Without sequence","130.67",""
"05/01/2022 14:00:00 - 05/01/2022 15:00:00","BZN|SE3","Without sequence","121.39",""
"05/01/2022 15:00:00 - 05/01/2022 16:00:00","BZN|SE3","Without sequence","122.42",""
"05/01/2022 16:00:00 - 05/01/2022 17:00:00","BZN|SE3","Without sequence","137.28",""
"05/01/2022 17:00:00 - 05/01/2022 18:00:00","BZN|SE3","Without sequence","148.09",""
"05/01/2022 18:00:00 - 05/01/2022 19:00:00","BZN|SE3","Without sequence","139.88",""
"05/01/2022 19:00:00 - 05/01/2022 20:00:00","BZN|SE3","Without sequence","135.75",""
"05/01/2022 20:00:00 - 05/01/2022 21:00:00","BZN|SE3","Without sequence","119.93",""
"05/01/2022 21:00:00 - 05/01/2022 22:00:00","BZN|SE3","Without sequence","98.09",""
"05/01/2022 22:00:00 - 05/01/2022 23:00:00","BZN|SE3","Without sequence","118.71",""
"05/01/2022 23:00:00 - 06/01/2022 00:00:00","BZN|SE3","Without sequence","97.29",""
"06/01/2022 00:00:00 - 06/01/2022 01:00:00","BZN|SE3","Without sequence","93.29",""
"06/01/2022 01:00:00 - 06/01/2022 02:00:00","BZN|SE3","Without sequence","80.77",""
"06/01/2022 02:00:00 - 06/01/2022 03:00:00","BZN|SE3","Without sequence","78.08",""
"06/01/2022 03:00:00 - 06/01/2022 04:00:00","BZN|SE3","Without sequence","81.97",""
"06/01/2022 04:00:00 - 06/01/2022 05:00:00","BZN|SE3","Without sequence","89.31",""
"06/01/2022 05:00:00 - 06/01/2022 06:00:00","BZN|SE3","Without sequence","89.75",""
"06/01/2022 06:00:00 - 06/01/2022 07:00:00","BZN|SE3","Without sequence","97.06",""
"06/01/2022 07:00:00 - 06/01/2022 08:00:00","BZN|SE3","Without sequence","110.87",""
"06/01/2022 08:00:00 - 06/01/2022 09:00:00","BZN|SE3","Without sequence","136.88",""
"06/01/2022 09:00:00 - 06/01/2022 10:00:00","BZN|SE3","Without sequence","205.87",""
"06/01/2022 10:00:00 - 06/01/2022 11:00:00","BZN|SE3","Without sequence","209.25",""
"06/01/2022 11:00:00 - 06/01/2022 12:00:00","BZN|SE3","Without sequence","224.71",""
"06/01/2022 12:00:00 - 06/01/2022 13:00:00","BZN|SE3","Without sequence","218.99",""
"06/01/2022 13:00:00 - 06/01/2022 14:00:00","BZN|SE3","Without sequence","202.71",""
"06/01/2022 14:00:00 - 06/01/2022 15:00:00","BZN|SE3","Without sequence","209.36",""
"06/01/2022 15:00:00 - 06/01/2022 16:00:00","BZN|SE3","Without sequence","225.23",""
"06/01/2022 16:00:00 - 06/01/2022 17:00:00","BZN|SE3","Without sequence","245.95",""
"06/01/2022 17:00:00 - 06/01/2022 18:00:00","BZN|SE3","Without sequence","274.11",""
"06/01/2022 18:00:00 - 06/01/2022 19:00:00","BZN|SE3","Without sequence","272.89",""
"06/01/2022 19:00:00 - 06/01/2022 20:00:00","BZN|SE3","Without sequence","220.32",""
"06/01/2022 20:00:00 - 06/01/2022 21:00:00","BZN|SE3","Without sequence","217.91",""
"06/01/2022 21:00:00 - 06/01/2022 22:00:00","BZN|SE3","Without sequence","203.31",""
"06/01/2022 22:00:00 - 06/01/2022 23:00:00","BZN|SE3","Without sequence","171.31",""
"06/01/2022 23:00:00 - 07/01/2022 00:00:00","BZN|SE3","Without sequence","124.7",""
"07/01/2022 00:00:00 - 07/01/2022 01:00:00","BZN|SE3","Without sequence","128.92",""
"07/01/2022 01:00:00 - 07/01/2022 02:00:00","BZN|SE3","Without sequence","116.65",""
"07/01/2022 02:00:00 - 07/01/2022 03:00:00","BZN|SE3","Without sequence","100.54",""
"07/01/2022 03:00:00 - 07/01/2022 04:00:00","BZN|SE3","Without sequence","99.47",""
"07/01/2022 04:00:00 - 07/01/2022 05:00:00","BZN|SE3","Without sequence","101.74",""
"07/01/2022 05:00:00 - 07/01/2022 06:00:00","BZN|SE3","Without sequence","114.99",""
"07/01/2022 06:00:00 - 07/01/2022 07:00:00","BZN|SE3","Without sequence","140.19",""
"07/01/2022 07:00:00 - 07/01/2022 08:00:00","BZN|SE3","Without sequence","152.64",""
"07/01/2022 08:00:00 - 07/01/2022 09:00:00","BZN|SE3","Without sequence","160.97",""
"07/01/2022 09:00:00 - 07/01/2022 10:00:00","BZN|SE3","Without sequence","161.85",""
"07/01/2022 10:00:00 - 07/01/2022 11:00:00","BZN|SE3","Without sequence","161.37",""
"07/01/2022 11:00:00 - 07/01/2022 12:00:00","BZN|SE3","Without sequence","166.06",""
"07/01/2022 12:00:00 - 07/01/2022 13:00:00","BZN|SE3","Without sequence","166.54",""
"07/01/2022 13:00:00 - 07/01/2022 14:00:00","BZN|SE3","Without sequence","165.97",""
"07/01/2022 14:00:00 - 07/01/2022 15:00:00","BZN|SE3","Without sequence","165.36",""
"07/01/2022 15:00:00 - 07/01/2022 16:00:00","BZN|SE3","Without sequence","185.15",""
"07/01/2022 16:00:00 - 07/01/2022 17:00:00","BZN|SE3","Without sequence","201.56",""
"07/01/2022 17:00:00 - 07/01/2022 18:00:00","BZN|SE3","Without sequence","243.11",""
"07/01/2022 18:00:00 - 07/01/2022 19:00:00","BZN|SE3","Without sequence","247.72",""
"07/01/2022 19:00:00 - 07/01/2022 20:00:00","BZN|SE3","Without sequence","187.5",""
"07/01/2022 20:00:00 - 07/01/2022 21:00:00","BZN|SE3","Without sequence","160.5",""
"07/01/2022 21:00:00 - 07/01/2022 22:00:00","BZN|SE3","Without sequence","157.95",""
"07/01/2022 22:00:00 - 07/01/2022 23:00:00","BZN|SE3","Without sequence","153.9",""
"07/01/2022 23:00:00 - 08/01/2022 00:00:00","BZN|SE3","Without sequence","144.76",""
"08/01/2022 00:00:00 - 08/01/2022 01:00:00","BZN|SE3","Without sequence","153.03",""
"08/01/2022 01:00:00 - 08/01/2022 02:00:00","BZN|SE3","Without sequence","146.08",""
"08/01/2022 02:00:00 - 08/01/2022 03:00:00","BZN|SE3","Without sequence","144.64",""
"08/01/2022 03:00:00 - 08/01/2022 04:00:00","BZN|SE3","Without sequence","145.74",""
"08/01/2022 04:00:00 - 08/01/2022 05:00:00","BZN|SE3","Without sequence","146.97",""
"08/01/2022 05:00:00 - 08/01/2022 06:00:00","BZN|SE3","Without sequence","146.88",""
"08/01/2022 06:00:00 - 08/01/2022 07:00:00","BZN|SE3","Without sequence","146.56",""
"08/01/2022 07:00:00 - 08/01/2022 08:00:00","BZN|SE3","Without sequence","147.18",""
"08/01/2022 08:00:00 - 08/01/2022 09:00:00","BZN|SE3","Without sequence","153.66",""
"08/01/2022 09:00:00 - 08/01/2022 10:00:00","BZN|SE3","Without sequence","156.07",""
"08/01/2022 10:00:00 - 08/01/2022 11:00:00","BZN|SE3","Without sequence","159.08",""
"08/01/2022 11:00:00 - 08/01/2022 12:00:00","BZN|SE3","Without sequence","158.5",""
"08/01/2022 12:00:00 - 08/01/2022 13:00:00","BZN|SE3","Without sequence","158.79",""
"08/01/2022 13:00:00 - 08/01/2022 14:00:00","BZN|SE3","Without sequence","156.07",""
"08/01/2022 14:00:00 - 08/01/2022 15:00:00","BZN|SE3","Without sequence","156.18",""
"08/01/2022 15:00:00 - 08/01/2022 16:00:00","BZN|SE3","Without sequence","158.89",""
"08/01/2022 16:00:00 - 08/01/2022 17:00:00","BZN|SE3","Without sequence","161.0",""
"08/01/2022 17:00:00 - 08/01/2022 18:00:00","BZN|SE3","Without sequence","189.9",""
"08/01/2022 18:00:00 - 08/01/2022 19:00:00","BZN|SE3","Without sequence","170.71",""
"08/01/2022 19:00:00 - 08/01/2022 20:00:00","BZN|SE3","Without sequence","140.08",""
"08/01/2022 20:00:00 - 08/01/2022 21:00:00","BZN|SE3","Without sequence","105.07",""
"08/01/2022 21:00:00 - 08/01/2022 22:00:00","BZN|SE3","Without sequence","104.85",""
"08/01/2022 22:00:00 - 08/01/2022 23:00:00","BZN|SE3","Without sequence","104.8",""
"08/01/2022 23:00:00 - 09/01/2022 00:00:00","BZN|SE3","Without sequence","90.05",""
"09/01/2022 00:00:00 - 09/01/2022 01:00:00","BZN|SE3","Without sequence","85.03",""
"09/01/2022 01:00:00 - 09/01/2022 02:00:00","BZN|SE3","Without sequence","84.4",""
"09/01/2022 02:00:00 - 09/01/2022 03:00:00","BZN|SE3","Without sequence","80.24",""
"09/01/2022 03:00:00 - 09/01/2022 04:00:00","BZN|SE3","Without sequence","55.46",""
"09/01/2022 04:00:00 - 09/01/2022 05:00:00","BZN|SE3","Without sequence","49.29",""
"09/01/2022 05:00:00 - 09/01/2022 06:00:00","BZN|SE3","Without sequence","50.64",""
"09/01/2022 06:00:00 - 09/01/2022 07:00:00","BZN|SE3","Without sequence","74.29",""
"09/01/2022 07:00:00 - 09/01/2022 08:00:00","BZN|SE3","Without sequence","84.44",""
"09/01/2022 08:00:00 - 09/01/2022 09:00:00","BZN|SE3","Without sequence","97.26",""
"09/01/2022 09:00:00 - 09/01/2022 10:00:00","BZN|SE3","Without sequence","119.97",""
"09/01/2022 10:00:00 - 09/01/2022 11:00:00","BZN|SE3","Without sequence","134.96",""
"09/01/2022 11:00:00 - 09/01/2022 12:00:00","BZN|SE3","Without sequence","145.82",""
"09/01/2022 12:00:00 - 09/01/2022 13:00:00","BZN|SE3","Without sequence","157.14",""
"09/01/2022 13:00:00 - 09/01/2022 14:00:00","BZN|SE3","Without sequence","154.66",""
"09/01/2022 14:00:00 - 09/01/2022 15:00:00","BZN|SE3","Without sequence","154.88",""
"09/01/2022 15:00:00 - 09/01/2022 16:00:00","BZN|SE3","Without sequence","158.37",""
"09/01/2022 16:00:00 - 09/01/2022 17:00:00","BZN|SE3","Without sequence","186.37",""
"09/01/2022 17:00:00 - 09/01/2022 18:00:00","BZN|SE3","Without sequence","223.3",""
"09/01/2022 18:00:00 - 09/01/2022 19:00:00","BZN|SE3","Without sequence","243.19",""
"09/01/2022 19:00:00 - 09/01/2022 20:00:00","BZN|SE3","Without sequence","209.65",""
"09/01/2022 20:00:00 - 09/01/2022 21:00:00","BZN|SE3","Without sequence","155.07",""
"09/01/2022 21:00:00 - 09/01/2022 22:00:00","BZN|SE3","Without sequence","159.38",""
"09/01/2022 22:00:00 - 09/01/2022 23:00:00","BZN|SE3","Without sequence","148.23",""
"09/01/2022 23:00:00 - 10/01/2022 00:00:00","BZN|SE3","Without sequence","144.79",""
"10/01/2022 00:00:00 - 10/01/2022 01:00:00","BZN|SE3","Without sequence","144.28",""
"10/01/2022 01:00:00 - 10/01/2022 02:00:00","BZN|SE3","Without sequence","138.09",""
"10/01/2022 02:00:00 - 10/01/2022 03:00:00","BZN|SE3","Without sequence","133.81",""
"10/01/2022 03:00:00 - 10/01/2022 04:00:00","BZN|SE3","Without sequence","136.44",""
"10/01/2022 04:00:00 - 10/01/2022 05:00:00","BZN|SE3","Without sequence","142.99",""
"10/01/2022 05:00:00 - 10/01/2022 06:00:00","BZN|SE3","Without sequence","152.09",""
"10/01/2022 06:00:00 - 10/01/2022 07:00:00","BZN|SE3","Without sequence","231.74",""
"10/01/2022 07:00:00 - 10/01/2022 08:00:00","BZN|SE3","Without sequence","299.95",""
"10/01/2022 08:00:00 - 10/01/2022 09:00:00","BZN|SE3","Without sequence","313.92",""
"10/01/2022 09:00:00 - 10/01/2022 10:00:00","BZN|SE3","Without sequence","315.0",""
"10/01/2022 10:00:00 - 10/01/2022 11:00:00","BZN|SE3","Without sequence","310.41",""
"10/01/2022 11:00:00 - 10/01/2022 12:00:00","BZN|SE3","Without sequence","310.08",""
"10/01/2022 12:00:00 - 10/01/2022 13:00:00","BZN|SE3","Without sequence","300.0",""
"10/01/2022 13:00:00 - 10/01/2022 14:00:00","BZN|SE3","Without sequence","297.01",""
"10/01/2022 14:00:00 - 10/01/2022 15:00:00","BZN|SE3","Without sequence","299.96",""
"10/01/2022 15:00:00 - 10/01/2022 16:00:00","BZN|SE3","Without sequence","306.45",""
"10/01/2022 16:00:00 - 10/01/2022 17:00:00","BZN|SE3","Without sequence","302.73",""
"10/01/2022 17:00:00 - 10/01/2022 18:00:00","BZN|SE3","Without sequence","315.47",""
"10/01/2022 18:00:00 - 10/01/2022 19:00:00","BZN|SE3","Without sequence","310.82",""
"10/01/2022 19:00:00 - 10/01/2022 20:00:00","BZN|SE3","Without sequence","294.98",""
"10/01/2022 20:00:00 - 10/01/2022 21:00:00","BZN|SE3","Without sequence","261.03",""
"10/01/2022 21:00:00 - 10/01/2022 22:00:00","BZN|SE3","Without sequence","242.23",""
"10/01/2022 22:00:00 - 10/01/2022 23:00:00","BZN|SE3","Without sequence","211.83",""
"10/01/2022 23:00:00 - 11/01/2022 00:00:00","BZN|SE3","Without sequence","150.09",""
"11/01/2022 00:00:00 - 11/01/2022 01:00:00","BZN|SE3","Without sequence","147.5",""
"11/01/2022 01:00:00 - 11/01/2022 02:00:00","BZN|SE3","Without sequence","143.76",""
"11/01/2022 02:00:00 - 11/01/2022 03:00:00","BZN|SE3","Without sequence","140.21",""
"11/01/2022 03:00:00 - 11/01/2022 04:00:00","BZN|SE3","Without sequence","139.97",""
"11/01/2022 04:00:00 - 11/01/2022 05:00:00","BZN|SE3","Without sequence","141.56",""
"11/01/2022 05:00:00 - 11/01/2022 06:00:00","BZN|SE3","Without sequence","147.1",""
"11/01/2022 06:00:00 - 11/01/2022 07:00:00","BZN|SE3","Without sequence","151.89",""
"11/01/2022 07:00:00 - 11/01/2022 08:00:00","BZN|SE3","Without sequence","201.93",""
"11/01/2022 08:00:00 - 11/01/2022 09:00:00","BZN|SE3","Without sequence","213.06",""
"11/01/2022 09:00:00 - 11/01/2022 10:00:00","BZN|SE3","Without sequence","196.21",""
"11/01/2022 10:00:00 - 11/01/2022 11:00:00","BZN|SE3","Without sequence","198.24",""
"11/01/2022 11:00:00 - 11/01/2022 12:00:00","BZN|SE3","Without sequence","191.02",""
"11/01/2022 12:00:00 - 11/01/2022 13:00:00","BZN|SE3","Without sequence","158.36",""
"11/01/2022 13:00:00 - 11/01/2022 14:00:00","BZN|SE3","Without sequence","157.6",""
"11/01/2022 14:00:00 - 11/01/2022 15:00:00","BZN|SE3","Without sequence","157.67",""
"11/01/2022 15:00:00 - 11/01/2022 16:00:00","BZN|SE3","Without sequence","158.56",""
"11/01/2022 16:00:00 - 11/01/2022 17:00:00","BZN|SE3","Without sequence","161.11",""
"11/01/2022 17:00:00 - 11/01/2022 18:00:00","BZN|SE3","Without sequence","173.63",""
"11/01/2022 18:00:00 - 11/01/2022 19:00:00","BZN|SE3","Without sequence","168.02",""
"11/01/2022 19:00:00 - 11/01/2022 20:00:00","BZN|SE3","Without sequence","157.99",""
"11/01/2022 20:00:00 - 11/01/2022 21:00:00","BZN|SE3","Without sequence","153.78",""
"11/01/2022 21:00:00 - 11/01/2022 22:00:00","BZN|SE3","Without sequence","153.63",""
"11/01/2022 22:00:00 - 11/01/2022 23:00:00","BZN|SE3","Without sequence","150.56",""
"11/01/2022 23:00:00 - 12/01/2022 00:00:00","BZN|SE3","Without sequence","145.36",""
"12/01/2022 00:00:00 - 12/01/2022 01:00:00","BZN|SE3","Without sequence","24.62",""
"12/01/2022 01:00:00 - 12/01/2022 02:00:00","BZN|SE3","Without sequence","24.26",""
"12/01/2022 02:00:00 - 12/01/2022 03:00:00","BZN|SE3","Without sequence","24.99",""
"12/01/2022 03:00:00 - 12/01/2022 04:00:00","BZN|SE3","Without sequence","23.47",""
"12/01/2022 04:00:00 - 12/01/2022 05:00:00","BZN|SE3","Without sequence","30.71",""
"12/01/2022 05:00:00 - 12/01/2022 06:00:00","BZN|SE3","Without sequence","99.97",""
"12/01/2022 06:00:00 - 12/01/2022 07:00:00","BZN|SE3","Without sequence","119.59",""
"12/01/2022 07:00:00 - 12/01/2022 08:00:00","BZN|SE3","Without sequence","146.56",""
"12/01/2022 08:00:00 - 12/01/2022 09:00:00","BZN|SE3","Without sequence","148.99",""
"12/01/2022 09:00:00 - 12/01/2022 10:00:00","BZN|SE3","Without sequence","146.04",""
"12/01/2022 10:00:00 - 12/01/2022 11:00:00","BZN|SE3","Without sequence","143.61",""
"12/01/2022 11:00:00 - 12/01/2022 12:00:00","BZN|SE3","Without sequence","140.19",""
"12/01/2022 12:00:00 - 12/01/2022 13:00:00","BZN|SE3","Without sequence","129.96",""
"12/01/2022 13:00:00 - 12/01/2022 14:00:00","BZN|SE3","Without sequence","109.92",""
"12/01/2022 14:00:00 - 12/01/2022 15:00:00","BZN|SE3","Without sequence","104.92",""
"12/01/2022 15:00:00 - 12/01/2022 16:00:00","BZN|SE3","Without sequence","120.94",""
"12/01/2022 16:00:00 - 12/01/2022 17:00:00","BZN|SE3","Without sequence","132.67",""
"12/01/2022 17:00:00 - 12/01/2022 18:00:00","BZN|SE3","Without sequence","136.54",""
"12/01/2022 18:00:00 - 12/01/2022 19:00:00","BZN|SE3","Without sequence","110.0",""
